,names,mass,distance,discovery_year,stellar_magnitude
3094,Kepler-241 c,7.13 Earths,1670,2014,15.708
3095,Kepler-242 b,7.32 Earths,1958,2014,15.489
3096,Kepler-242 c,4.66 Earths,1958,2014,15.489
3097,Kepler-243 b,6.57 Earths,2263,2014,15.159
3098,Kepler-243 c,4.62 Earths,2263,2014,15.159
3099,Kepler-244 b,8.05 Earths,3381,2014,15.747
3100,Kepler-244 c,4.86 Earths,3381,2014,15.747
3101,Kepler-244 d,15.2 Earths,3381,2014,15.747
3102,Kepler-245 b,7.13 Earths,2810,2014,15.546
3103,Kepler-245 c,0.71 Jupiters,2810,2014,15.546
3104,Kepler-245 d,21.6 Earths,2810,2014,15.546
3105,Kepler-245 e,3.71 Earths,2810,2016,15.546
3106,Kepler-246 b,6.08 Earths,2042,2014,15.197
3107,Kepler-246 c,2.86 Earths,2042,2014,15.197
3108,Kepler-247 b,3.33 Earths,2165,2014,15.199
3109,Kepler-247 c,15.7 Earths,2165,2014,15.199
3110,Kepler-247 d,14.7 Earths,2165,2014,15.199
3111,Kepler-248 b,9.38 Earths,2410,2014,15.506
3112,Kepler-248 c,15.6 Earths,2410,2014,15.506
3113,Kepler-249 b,1.32 Earths,621,2014,16.37
3114,Kepler-249 c,2.89 Earths,621,2014,16.37
3115,Kepler-249 d,3.09 Earths,621,2014,16.37
3116,Kepler-24 b,1.6 Jupiters,3774,2011,15.04
3117,Kepler-24 c,1.6 Jupiters,3774,2011,15.04
3118,Kepler-24 d,3.43 Earths,3774,2014,15.04
3119,Kepler-24 e,8.15 Earths,3774,2014,15.04
3120,Kepler-250 b,1.51 Earths,2481,2014,15.819
3121,Kepler-250 c,5.82 Earths,2481,2014,15.819
3122,Kepler-250 d,5.39 Earths,2481,2014,15.819
3123,Kepler-251 b,2.33 Earths,3016,2014,15.541
3124,Kepler-251 c,8.1 Earths,3016,2014,15.541
3125,Kepler-251 d,8.1 Earths,3016,2014,15.541
3126,Kepler-251 e,8.1 Earths,3016,2014,15.541
3127,Kepler-252 b,2.04 Earths,1238,2014,15.406
3128,Kepler-252 c,5.27 Earths,1238,2014,15.406
3129,Kepler-253 b,3.29 Earths,2735,2014,15.778
3130,Kepler-253 c,7.51 Earths,2735,2014,15.778
3131,Kepler-253 d,10.2 Earths,2735,2014,15.778
3132,Kepler-254 b,14.3 Earths,4532,2014,16.012
3133,Kepler-254 c,3.2 Earths,4532,2014,16.012
3134,Kepler-254 d,6.8 Earths,4532,2014,16.012
3135,Kepler-255 b,3.02 Earths,3433,2014,15.699
3136,Kepler-255 c,9.22 Earths,3433,2014,15.699
3137,Kepler-255 d,2.3 Earths,3433,2016,15.699
3138,Kepler-256 b,3.15 Earths,3348,2014,15.178
3139,Kepler-256 c,5.27 Earths,3348,2014,15.178
3140,Kepler-256 d,6.71 Earths,3348,2014,15.178
3141,Kepler-256 e,6.12 Earths,3348,2014,15.178
3142,Kepler-257 b,7.32 Earths,2545,2014,15.652
3143,Kepler-257 c,25.2 Earths,2545,2014,15.652
3144,Kepler-257 d,21.7 Earths,2545,2014,15.652
3145,Kepler-258 b,15.5 Earths,1879,2014,15.49
3146,Kepler-258 c,12.7 Earths,1879,2014,15.49
3147,Kepler-259 b,8.25 Earths,3269,2014,15.378
3148,Kepler-259 c,7.75 Earths,3269,2014,15.378
3149,Kepler-25 b,8.7 Earths,793,2011,10.769
3150,Kepler-25 c,15.2 Earths,793,2011,10.769
3151,Kepler-25 d,0.226 Jupiters,793,2014,10.769
3152,Kepler-260 b,4.7 Earths,2046,2014,14.253
3153,Kepler-260 c,3.68 Earths,2046,2014,14.253
3154,Kepler-261 b,5.39 Earths,1036,2014,13.738
3155,Kepler-261 c,4.66 Earths,1036,2014,13.738
3156,Kepler-262 b,2.42 Earths,2000,2014,14.478
3157,Kepler-262 c,3.33 Earths,2000,2014,14.478
3158,Kepler-263 b,7.61 Earths,2462,2014,15.435
3159,Kepler-263 c,6.66 Earths,2462,2014,15.435
3160,Kepler-264 b,11.1 Earths,3073,2014,13.15
3161,Kepler-264 c,8.4 Earths,3073,2014,13.15
3162,Kepler-265 b,4.12 Earths,4176,2014,15.47
3163,Kepler-265 c,7.41 Earths,4176,2014,15.47
3164,Kepler-265 d,6.76 Earths,4176,2014,15.47
3165,Kepler-265 e,7.22 Earths,4176,2014,15.47
3166,Kepler-266 b,6.71 Earths,4472,2014,15.787
3167,Kepler-266 c,14.4 Earths,4472,2014,15.787
3168,Kepler-267 b,37.9 Earths,864,2014,16.69
3169,Kepler-267 c,5.18 Earths,864,2014,16.69
3170,Kepler-267 d,5.77 Earths,864,2014,16.69
3171,Kepler-268 b,7.04 Earths,2779,2014,13.844
3172,Kepler-268 c,11.4 Earths,2779,2014,13.844
3173,Kepler-269 b,6.66 Earths,7363,2014,15.646
3174,Kepler-269 c,3.5 Earths,7363,2014,15.646
3175,Kepler-26 b,5.12 Earths,1094,2011,15.853
3176,Kepler-26 c,6.2 Earths,1094,2011,15.853
3177,Kepler-26 d,1.24 Earths,1094,2014,15.853
3178,Kepler-26 e,6.39 Earths,1094,2014,15.853
3179,Kepler-270 b,4.7 Earths,3095,2014,13.9
3180,Kepler-270 c,3.78 Earths,3095,2014,13.9
3181,Kepler-271 b,2.04 Earths,1320,2014,13.578
3182,Kepler-271 c,0.809 Earths,1320,2014,13.578
3183,Kepler-271 d,0.219 Earths,1320,2016,13.578
3184,Kepler-272 b,0.245 Jupiters,2902,2014,14.811
3185,Kepler-272 c,0.308 Jupiters,2902,2014,14.811
3186,Kepler-272 d,5.69 Earths,2902,2014,14.811
3187,Kepler-273 b,2.86 Earths,2329,2014,15.1
3188,Kepler-273 c,4.58 Earths,2329,2014,15.1
3189,Kepler-274 b,2.99 Earths,4350,2014,15.238
3190,Kepler-274 c,4.04 Earths,4350,2014,15.238
3191,Kepler-275 b,6.08 Earths,6636,2014,15.289
3192,Kepler-275 c,11.4 Earths,6636,2014,15.289
3193,Kepler-275 d,11.1 Earths,6636,2014,15.289
3194,Kepler-276 b,8.6 Earths,3735,2014,15.481
3195,Kepler-276 c,16.6 Earths,3735,2013,15.481
3196,Kepler-276 d,16.3 Earths,3735,2013,15.481
3197,Kepler-277 b,0.275 Jupiters,3186,2013,13.544
3198,Kepler-277 c,0.202 Jupiters,3186,2013,13.544
3199,Kepler-278 b,15.6 Earths,1445,2014,11.811
3200,Kepler-278 c,12.6 Earths,1445,2014,11.811
3201,Kepler-279 b,12.8 Earths,3384,2014,13.647
3202,Kepler-279 c,0.155 Jupiters,3384,2013,13.647
3203,Kepler-279 d,37.5 Earths,3384,2013,13.647
3204,Kepler-27 b,9.11 Jupiters,3407,2011,15.822
3205,Kepler-27 c,13.8 Jupiters,3407,2011,15.822
3206,Kepler-27 d,7.78 Earths,3407,2021,15.822
3207,Kepler-280 b,2.7 Earths,2546,2014,14.35
3208,Kepler-280 c,4.7 Earths,2546,2014,14.35
3209,Kepler-281 b,8.35 Earths,5694,2014,15.931
3210,Kepler-281 c,24.4 Earths,5694,2014,15.931
3211,Kepler-281 d,29.5 Earths,5694,2021,15.931
3212,Kepler-282 b,1.01 Earths,4363,2014,15.444
3213,Kepler-282 c,1.87 Earths,4363,2014,15.444
3214,Kepler-282 d,0.192 Jupiters,4363,2013,15.444
3215,Kepler-282 e,0.177 Jupiters,4363,2013,15.444
3216,Kepler-283 b,5.18 Earths,1527,2014,16.216
3217,Kepler-283 c,3.97 Earths,1527,2014,16.216
3218,Kepler-284 b,5.65 Earths,3366,2014,15.944
3219,Kepler-284 c,7.32 Earths,3366,2014,15.944
3220,Kepler-285 b,2.36 Earths,2689,2014,15.198
3221,Kepler-285 c,1.46 Earths,2689,2014,15.198
3222,Kepler-286 b,2.07 Earths,4002,2014,15.863
3223,Kepler-286 c,2.45 Earths,4002,2014,15.863
3224,Kepler-286 d,2.33 Earths,4002,2014,15.863
3225,Kepler-286 e,3.78 Earths,4002,2014,15.863
3226,Kepler-287 b,6.04 Earths,2727,2014,14.952
3227,Kepler-287 c,10.7 Earths,2727,2014,14.952
3228,Kepler-288 b,3.43 Earths,3895,2014,15.283
3229,Kepler-288 c,8.5 Earths,3895,2014,15.283
3230,Kepler-288 d,7.61 Earths,3895,2014,15.283
3231,Kepler-289 b,7.3 Earths,2298,2014,14.142
3232,Kepler-289 c,0.42 Jupiters,2298,2014,14.142
3233,Kepler-289 d,4 Earths,2298,2014,14.142
3234,Kepler-28 b,1.51 Jupiters,1430,2011,15.13
3235,Kepler-28 c,1.36 Jupiters,1430,2011,15.13
3236,Kepler-290 b,5.69 Earths,2266,2014,15.775
3237,Kepler-290 c,7.75 Earths,2266,2014,15.775
3238,Kepler-291 b,5.31 Earths,5827,2014,16.218
3239,Kepler-291 c,4.19 Earths,5827,2014,16.218
3240,Kepler-292 b,2.3 Earths,3446,2014,16.303
3241,Kepler-292 c,2.76 Earths,3446,2014,16.303
3242,Kepler-292 d,5.6 Earths,3446,2014,16.303
3243,Kepler-292 e,7.61 Earths,3446,2014,16.303
3244,Kepler-292 f,6.12 Earths,3446,2014,16.303
3245,Kepler-293 b,9.64 Earths,3179,2014,15.452
3246,Kepler-293 c,14 Earths,3179,2014,15.452
3247,Kepler-294 b,3.78 Earths,4427,2014,15.948
3248,Kepler-294 c,7.8 Earths,4427,2014,15.948
3249,Kepler-295 b,1.98 Earths,5543,2014,14.631
3250,Kepler-295 c,1.71 Earths,5543,2014,14.631
3251,Kepler-295 d,2.42 Earths,5543,2014,14.631
3252,Kepler-296 b,3.22 Earths,545,2014,16.363
3253,Kepler-296 c,4.66 Earths,545,2014,16.363
3254,Kepler-296 d,5.02 Earths,545,2014,16.363
3255,Kepler-296 e,2.96 Earths,545,2014,16.363
3256,Kepler-296 f,3.89 Earths,545,2014,16.363
3257,Kepler-297 b,0.153 Jupiters,2258,2014,14.326
3258,Kepler-297 c,0.132 Jupiters,2258,2014,14.326
3259,Kepler-298 b,4.5 Earths,1690,2014,15.617
3260,Kepler-298 c,4.38 Earths,1690,2014,15.617
3261,Kepler-298 d,6.8 Earths,1690,2014,15.617
3262,Kepler-299 b,2.3 Earths,3432,2014,15.232
3263,Kepler-299 c,7.51 Earths,3432,2014,15.232
3264,Kepler-299 d,4.12 Earths,3432,2014,15.232
3265,Kepler-299 e,4.16 Earths,3432,2014,15.232
3266,Kepler-29 b,5 Earths,2716,2011,15.547
3267,Kepler-29 c,4.5 Earths,2716,2011,15.547
3268,Kepler-300 b,3.43 Earths,3583,2014,14.25
3269,Kepler-300 c,5.69 Earths,3583,2014,14.25
3270,Kepler-301 b,2.39 Earths,2346,2014,14.458
3271,Kepler-301 c,2.39 Earths,2346,2014,14.458
3272,Kepler-301 d,3.71 Earths,2346,2014,14.458
3273,Kepler-302 b,15.5 Earths,4575,2014,15.694
3274,Kepler-302 c,Unknown,4575,2014,15.694
3275,Kepler-303 b,0.64 Earths,684,2014,14.917
3276,Kepler-303 c,1.55 Earths,684,2014,14.917
3277,Kepler-304 b,8.55 Earths,1418,2014,15.065
3278,Kepler-304 c,5.35 Earths,1418,2014,15.065
3279,Kepler-304 d,8 Earths,1418,2014,15.065
3280,Kepler-304 e,1.87 Earths,1418,2016,15.065
3281,Kepler-305 b,10.5 Earths,2833,2013,15.851
3282,Kepler-305 c,6 Earths,2833,2013,15.851
3283,Kepler-305 d,9.1 Earths,2833,2014,15.851
3284,Kepler-305 e,3.87 Earths,2833,2020,15.851
3285,Kepler-306 b,2.92 Earths,2530,2014,15.575
3286,Kepler-306 c,6.12 Earths,2530,2014,15.575
3287,Kepler-306 d,6.66 Earths,2530,2014,15.575
3288,Kepler-306 e,5.77 Earths,2530,2014,15.575
3289,Kepler-307 b,7.44 Earths,1878,2013,14.149
3290,Kepler-307 c,3.64 Earths,1878,2013,14.149
3291,Kepler-308 b,5.14 Earths,4358,2014,16.019
3292,Kepler-308 c,5.31 Earths,4358,2014,16.019
3293,Kepler-309 b,3.05 Earths,1776,2014,15.418
3294,Kepler-309 c,6.85 Earths,1776,2014,15.418
3295,Kepler-30 b,11.3 Earths,2982,2012,15.726
3296,Kepler-30 c,2.01 Jupiters,2982,2012,15.726
3297,Kepler-30 d,23.1 Earths,2982,2012,15.726
3298,Kepler-310 b,1.81 Earths,1965,2014,14.376
3299,Kepler-310 c,11.4 Earths,1965,2014,14.376
3300,Kepler-310 d,7 Earths,1965,2014,14.376
3301,Kepler-311 b,3.53 Earths,2540,2014,13.902
3302,Kepler-311 c,2.63 Earths,2540,2014,13.902
3303,Kepler-312 b,2.21 Earths,2602,2014,13.01
3304,Kepler-312 c,10.1 Earths,2602,2014,13.01
3305,Kepler-313 b,6.94 Earths,3521,2014,14.304
3306,Kepler-313 c,7.13 Earths,3521,2014,14.304
3307,Kepler-314 b,0.498 Earths,877,2014,12.64
3308,Kepler-314 c,8.75 Earths,877,2014,12.64
3309,Kepler-315 b,13.7 Earths,3786,2014,15.546
3310,Kepler-315 c,16.1 Earths,3786,2014,15.546
3311,Kepler-316 b,1.2 Earths,1256,2014,15.81
3312,Kepler-316 c,1.65 Earths,1256,2014,15.81
3313,Kepler-317 b,0.345 Jupiters,3068,2014,15.665
3314,Kepler-317 c,3.61 Earths,3068,2014,15.665
3315,Kepler-318 b,19.9 Earths,1596,2014,13.442
3316,Kepler-318 c,13.1 Earths,1596,2014,13.442
3317,Kepler-319 b,3.29 Earths,1642,2014,13.926
3318,Kepler-319 c,7.41 Earths,1642,2014,13.926
3319,Kepler-319 d,5.86 Earths,1642,2014,13.926
3320,Kepler-31 b,25.9 Earths,5430,2011,15.496
3321,Kepler-31 c,4.7 Jupiters,5430,2011,15.496
3322,Kepler-31 d,6.8 Jupiters,5430,2014,15.496
3323,Kepler-320 b,1.55 Earths,2696,2014,13.494
3324,Kepler-320 c,2.45 Earths,2696,2014,13.494
3325,Kepler-321 b,3.78 Earths,1254,2014,12.918
3326,Kepler-321 c,5.99 Earths,1254,2014,12.918
3327,Kepler-322 b,1.01 Earths,1306,2014,13.687
3328,Kepler-322 c,3.43 Earths,1306,2014,13.687
3329,Kepler-323 b,2.153 Jupiters,1484,2014,12.78
3330,Kepler-323 c,0.251 Jupiters,1484,2014,12.78
3331,Kepler-324 b,1.55 Earths,1636,2014,14.222
3332,Kepler-324 c,10.1 Earths,1636,2014,14.222
3333,Kepler-324 e,4.81 Earths,1636,2021,14.222
3334,Kepler-325 b,8.8 Earths,2685,2014,15.175
3335,Kepler-325 c,6.99 Earths,2685,2014,15.175
3336,Kepler-325 d,8.2 Earths,2685,2014,15.175
3337,Kepler-326 b,0.14 Jupiters,1591,2014,13.734
3338,Kepler-326 c,17.4 Earths,1591,2014,13.734
3339,Kepler-326 d,6.9 Earths,1591,2014,13.734
3340,Kepler-327 b,1.41 Earths,789,2014,15.611
3341,Kepler-327 c,20.3 Earths,789,2014,15.611
3342,Kepler-327 d,3.64 Earths,789,2014,15.611
3343,Kepler-328 b,28.5 Earths,7219,2013,15.794
3344,Kepler-328 c,39.4 Earths,7219,2013,15.794
3345,Kepler-329 b,2.54 Earths,1434,2014,15.886
3346,Kepler-329 c,4.38 Earths,1434,2014,15.886
3347,Kepler-32 b,4.1 Jupiters,1056,2011,16.36
3348,Kepler-32 c,0.5 Jupiters,1056,2011,16.36
3349,Kepler-32 d,7.75 Earths,1056,2012,16.36
3350,Kepler-32 e,2.86 Earths,1056,2012,16.36
3351,Kepler-32 f,0.477 Earths,1056,2012,16.36
3352,Kepler-330 b,2.39 Earths,2341,2014,15.569
3353,Kepler-330 c,4.46 Earths,2341,2014,15.569
3354,Kepler-331 b,3.97 Earths,1892,2014,16.199
3355,Kepler-331 c,4.04 Earths,1892,2014,16.199
3356,Kepler-331 d,3.33 Earths,1892,2014,16.199
3357,Kepler-332 b,1.71 Earths,1123,2014,14.243
3358,Kepler-332 c,1.32 Earths,1123,2014,14.243
3359,Kepler-332 d,1.76 Earths,1123,2014,14.243
3360,Kepler-333 b,28.2 Earths,1058,2014,15.052
3361,Kepler-333 c,1.41 Earths,1058,2014,15.052
3362,Kepler-334 b,1.46 Earths,1392,2014,12.834
3363,Kepler-334 c,2.63 Earths,1392,2014,12.834
3364,Kepler-334 d,2.57 Earths,1392,2014,12.834
3365,Kepler-335 b,11.4 Earths,4172,2014,14.111
3366,Kepler-335 c,9.64 Earths,4172,2014,14.111
3367,Kepler-336 b,1.04 Earths,2508,2014,13.677
3368,Kepler-336 c,5.06 Earths,2508,2014,13.677
3369,Kepler-336 d,6.21 Earths,2508,2014,13.677
3370,Kepler-337 b,2.99 Earths,2212,2014,12.799
3371,Kepler-337 c,4.86 Earths,2212,2014,12.799
3372,Kepler-338 b,30.6 Earths,1803,2014,12.19
3373,Kepler-338 c,6.08 Earths,1803,2014,12.19
3374,Kepler-338 d,9.27 Earths,1803,2014,12.19
3375,Kepler-338 e,8.5 Earths,1803,2014,12.19
3376,Kepler-339 b,2.6 Earths,2011,2014,14.706
3377,Kepler-339 c,7.3 Earths,2011,2014,14.706
3378,Kepler-339 d,14.7 Earths,2011,2014,14.706
3379,Kepler-33 b,3.68 Earths,3944,2011,14.099
3380,Kepler-33 c,0.39 Earths,3944,2011,14.099
3381,Kepler-33 d,3.91 Earths,3944,2011,14.099
3382,Kepler-33 e,5.57 Earths,3944,2011,14.099
3383,Kepler-33 f,9.6 Earths,3944,2011,14.099
3384,Kepler-340 b,6.94 Earths,2638,2014,12.329
3385,Kepler-340 c,11.3 Earths,2638,2014,12.329
3386,Kepler-341 b,1.76 Earths,3415,2014,14.739
3387,Kepler-341 c,3.53 Earths,3415,2014,14.739
3388,Kepler-341 d,4.08 Earths,3415,2014,14.739
3389,Kepler-341 e,4.62 Earths,3415,2014,14.739
3390,Kepler-342 b,5.69 Earths,2550,2014,13.2
3391,Kepler-342 c,4.5 Earths,2550,2014,13.2
3392,Kepler-342 d,6.76 Earths,2550,2014,13.2
3393,Kepler-342 e,0.615 Earths,2550,2016,13.2
3394,Kepler-343 b,6.39 Earths,3025,2014,14.063
3395,Kepler-343 c,4.74 Earths,3025,2014,14.063
3396,Kepler-344 b,7.32 Earths,3272,2014,15.539
3397,Kepler-344 c,9.01 Earths,3272,2014,15.539
3398,Kepler-345 b,0.5 Earths,848,2014,14.344
3399,Kepler-345 c,2.2 Earths,848,2014,14.344
3400,Kepler-346 b,7.56 Earths,3210,2014,15.261
3401,Kepler-346 c,9.64 Earths,3210,2014,15.261
3402,Kepler-347 b,4.54 Earths,4237,2014,14.567
3403,Kepler-347 c,3.71 Earths,4237,2014,14.567
3404,Kepler-348 b,2.92 Earths,1862,2014,12.676
3405,Kepler-348 c,2.33 Earths,1862,2014,12.676
3406,Kepler-349 b,0.297 Jupiters,3069,2014,14.915
3407,Kepler-349 c,4.5 Earths,3069,2014,14.915
3408,Kepler-34 b,0.22 Jupiters,5874,2011,15.087
3409,Kepler-350 b,4.08 Earths,3121,2014,13.965
3410,Kepler-350 c,6.1 Earths,3121,2013,13.965
3411,Kepler-350 d,14.9 Earths,3121,2013,13.965
3412,Kepler-351 b,4.8 Earths,3536,2014,16.229
3413,Kepler-351 c,11.1 Earths,3536,2014,16.229
3414,Kepler-351 d,7.85 Earths,3536,2016,16.229
3415,Kepler-352 b,0.566 Earths,824,2014,13.142
3416,Kepler-352 c,2.07 Earths,824,2014,13.142
3417,Kepler-352 d,0.449 Earths,824,2021,13.142
3418,Kepler-353 b,0.64 Earths,1255,2014,16.126
3419,Kepler-353 c,2.48 Earths,1255,2014,16.126
3420,Kepler-354 b,4.04 Earths,1807,2014,15.771
3421,Kepler-354 c,2.27 Earths,1807,2014,15.771
3422,Kepler-354 d,2.07 Earths,1807,2014,15.771
3423,Kepler-355 b,2.73 Earths,4672,2014,15.242
3424,Kepler-355 c,7.8 Earths,4672,2014,15.242
3425,Kepler-356 b,3.09 Earths,2308,2014,13.058
3426,Kepler-356 c,3.93 Earths,2308,2014,13.058
3427,Kepler-357 b,4.04 Earths,2246,2014,15.735
3428,Kepler-357 c,7.61 Earths,2246,2014,15.735
3429,Kepler-357 d,11.6 Earths,2246,2014,15.735
3430,Kepler-358 b,7.85 Earths,3592,2014,15.516
3431,Kepler-358 c,8.5 Earths,3592,2014,15.516
3432,Kepler-359 b,12.2 Earths,4708,2014,15.805
3433,Kepler-359 c,2.9 Earths,4708,2014,15.805
3434,Kepler-359 d,2.7 Earths,4708,2014,15.805
3435,Kepler-35 b,0.127 Jupiters,5934,2011,15.863
3436,Kepler-360 b,3.36 Earths,2858,2014,15.011
3437,Kepler-360 c,5.06 Earths,2858,2014,15.011
3438,Kepler-361 b,2.7 Earths,3035,2014,13.635
3439,Kepler-361 c,6.9 Earths,3035,2014,13.635
3440,Kepler-362 b,0.615 Earths,3557,2014,14.608
3441,Kepler-362 c,2.7 Earths,3557,2014,14.608
3442,Kepler-363 b,1.65 Earths,2488,2014,13.472
3443,Kepler-363 c,0.209 Jupiters,2488,2014,13.472
3444,Kepler-363 d,4.86 Earths,2488,2014,13.472
3445,Kepler-364 b,3.02 Earths,2908,2014,13.754
3446,Kepler-364 c,5.27 Earths,2908,2014,13.754
3447,Kepler-365 b,4.82 Earths,3389,2014,14.771
3448,Kepler-365 c,3.33 Earths,3389,2014,14.771
3449,Kepler-366 b,2.73 Earths,6055,2014,14.952
3450,Kepler-366 c,3.86 Earths,6055,2014,14.952
3451,Kepler-367 b,2.24 Earths,613,2014,13.193
3452,Kepler-367 c,1.87 Earths,613,2014,13.193
3453,Kepler-368 b,10.7 Earths,2515,2014,12.946
3454,Kepler-368 c,14.3 Earths,2515,2014,12.946
3455,Kepler-369 b,1.51 Earths,698,2014,16.429
3456,Kepler-369 c,2.57 Earths,698,2014,16.429
3457,Kepler-36 b,3.83 Earths,1722,2012,11.941
3458,Kepler-36 c,7.13 Earths,1722,2012,11.941
3459,Kepler-370 b,3.15 Earths,3810,2014,15.467
3460,Kepler-370 c,4.31 Earths,3810,2014,15.467
3461,Kepler-371 b,4.23 Earths,2653,2014,13.997
3462,Kepler-371 c,3.82 Earths,2653,2014,13.997
3463,Kepler-372 b,2.42 Earths,4873,2014,14.928
3464,Kepler-372 c,5.02 Earths,4873,2014,14.928
3465,Kepler-372 d,3.5 Earths,4873,2014,14.928
3466,Kepler-373 b,2.42 Earths,3557,2014,14.596
3467,Kepler-373 c,2.07 Earths,3557,2014,14.596
3468,Kepler-374 b,1.08 Earths,4128,2014,14.701
3469,Kepler-374 c,1.37 Earths,4128,2014,14.701
3470,Kepler-374 d,2.27 Earths,4128,2014,14.701
3471,Kepler-375 b,2.7 Earths,4041,2014,15.643
3472,Kepler-375 c,7.51 Earths,4041,2014,15.643
3473,Kepler-376 b,1.24 Earths,3011,2014,13.86
3474,Kepler-376 c,3.86 Earths,3011,2014,13.86
3475,Kepler-377 b,2.51 Earths,2687,2014,14.081
3476,Kepler-377 c,4.9 Earths,2687,2014,14.081
3477,Kepler-378 b,0.347 Earths,496,2014,12.619
3478,Kepler-378 c,0.271 Earths,496,2014,12.619
3479,Kepler-379 b,3.39 Earths,2385,2014,13.475
3480,Kepler-379 c,5.86 Earths,2385,2014,13.475
3481,Kepler-37 b,3.1783 Earths,209,2013,9.770001
3482,Kepler-37 c,12 Earths,209,2013,9.770001
3483,Kepler-37 d,12.2 Earths,209,2013,9.770001
3484,Kepler-37 e,0.0275 Earths,209,2014,9.770001
3485,Kepler-380 b,1.81 Earths,2654,2014,13.74
3486,Kepler-380 c,2.15 Earths,2654,2014,13.74
3487,Kepler-381 b,0.937 Earths,872,2014,10.47
3488,Kepler-381 c,1.46 Earths,872,2014,10.47
3489,Kepler-381 d,1.23 Earths,872,2021,10.47
3490,Kepler-382 b,2.3 Earths,3051,2014,14.907
3491,Kepler-382 c,3.15 Earths,3051,2014,14.907
3492,Kepler-383 b,2.3 Earths,1533,2014,15.473
3493,Kepler-383 c,2.07 Earths,1533,2014,15.473
3494,Kepler-384 b,1.46 Earths,2922,2014,13.734
3495,Kepler-384 c,1.51 Earths,2922,2014,13.734
3496,Kepler-385 b,12.8 Earths,4673,2014,15.76
3497,Kepler-385 c,13.2 Earths,4673,2014,15.76
3498,Kepler-385 d,7.36 Earths,4673,2020,15.76
3499,Kepler-386 b,2.51 Earths,2879,2014,15.949
3500,Kepler-386 c,3.12 Earths,2879,2014,15.949
3501,Kepler-387 b,1.08 Earths,2613,2014,14.129
3502,Kepler-387 c,0.64 Earths,2613,2014,14.129
3503,Kepler-388 b,0.457 Earths,1386,2014,15.218
3504,Kepler-388 c,0.566 Earths,1386,2014,15.218
3505,Kepler-389 b,2.89 Earths,2664,2014,15.769
3506,Kepler-389 c,2.73 Earths,2664,2014,15.769
3507,Kepler-38 b,0.384 Jupiters,3832,2012,14.015
3508,Kepler-390 b,0.477 Earths,1420,2014,14.231
3509,Kepler-390 c,0.418 Earths,1420,2014,14.231
3510,Kepler-391 b,10.3 Earths,2835,2014,13.177
3511,Kepler-391 c,12.3 Earths,2835,2014,13.177
3512,Kepler-392 b,0.972 Earths,2223,2014,13.528
3513,Kepler-392 c,1.37 Earths,2223,2014,13.528
3514,Kepler-393 b,2.21 Earths,2875,2014,13.258
3515,Kepler-393 c,2.33 Earths,2875,2014,13.258
3516,Kepler-394 b,3.19 Earths,3454,2014,14.948
3517,Kepler-394 c,3.39 Earths,3454,2014,14.948
3518,Kepler-394 d,2.86 Earths,3454,2021,14.948
3519,Kepler-395 b,1.08 Earths,1375,2014,16.5919
3520,Kepler-395 c,2.3 Earths,1375,2014,16.5919
3521,Kepler-396 b,0.238 Jupiters,730,2013,12.259
3522,Kepler-396 c,17.9 Earths,730,2013,12.259
3523,Kepler-397 b,6.62 Earths,3161,2014,16.357
3524,Kepler-397 c,31.6 Earths,3161,2014,16.357
3525,Kepler-398 b,0.749 Earths,579,2014,13.499
3526,Kepler-398 c,1.01 Earths,579,2014,13.499
3527,Kepler-398 d,0.615 Earths,579,2016,13.499
3528,Kepler-399 b,0.84 Earths,2416,2014,14.686
3529,Kepler-399 c,2.63 Earths,2416,2014,14.686
3530,Kepler-399 d,4.23 Earths,2416,2014,14.686
3531,Kepler-39 b,20.1 Jupiters,3449,2011,14.355
3532,Kepler-400 b,3.36 Earths,2760,2014,13.762
3533,Kepler-400 c,2.83 Earths,2760,2014,13.762
3534,Kepler-401 b,3.57 Earths,3150,2014,13.366
3535,Kepler-401 c,5.27 Earths,3150,2014,13.366
3536,Kepler-401 d,5.77 Earths,3150,2016,13.366
3537,Kepler-402 b,1.98 Earths,2040,2014,13.27
3538,Kepler-402 c,3.05 Earths,2040,2014,13.27
3539,Kepler-402 d,2.48 Earths,2040,2014,13.27
3540,Kepler-402 e,2.73 Earths,2040,2014,13.27
3541,Kepler-403 b,2.1 Earths,2741,2014,12.818
3542,Kepler-403 c,3.71 Earths,2741,2014,12.818
3543,Kepler-403 d,2.6 Earths,2741,2016,12.818
3544,Kepler-404 b,2.15 Earths,2650,2014,15.479
3545,Kepler-404 c,3.61 Earths,2650,2014,15.479
3546,Kepler-405 b,4.98 Earths,3474,2014,16.181
3547,Kepler-405 c,19.6 Earths,3474,2014,16.181
3548,Kepler-406 b,6.35 Earths,1187,2014,12.603
3549,Kepler-406 c,2.71 Earths,1187,2014,12.603
3550,Kepler-407 b,3.2 Earths,1104,2014,12.603
3551,Kepler-407 c,12.6 Jupiters,1104,2014,12.603
3552,Kepler-408 b,5 Earths,290,2014,8.834
3553,Kepler-409 b,22 Earths,222,2014,9.636
3554,Kepler-40 b,2.2 Jupiters,7519,2010,14.657
3555,Kepler-410 A b,8.44 Earths,481,2013,9.495
3556,Kepler-411 b,25.6 Earths,501,2013,12.448
3557,Kepler-411 c,26.4 Earths,501,2016,12.448
3558,Kepler-411 d,15.2 Earths,501,2018,12.448
